ward_no,Areaname,latitude,longitude
6,Lake View,41.765564374,-87.622396237
6,Lake View,41.751166538,-87.612070345
6,Lake View,41.750554433,-87.612487643
6,Lake View,41.769257841,-87.61968312
6,Lake View,41.77178664,-87.628339611
6,Lake View,41.739265865,-87.604893749
6,Lake View,41.759350096,-87.61514544
6,Lake View,41.751146728,-87.613287256
6,Lake View,41.76680404,-87.605619683
6,Lake View,41.731520901,-87.614396737
6,Lake View,41.744773909,-87.612325115
6,Lake View,41.739265865,-87.604893749
6,Lake View,41.76652666,-87.638385969
6,Lake View,41.763315857,-87.620031206
6,Lake View,41.752365072,-87.608901539
6,Lake View,41.770244068,-87.628294183
6,Lake View,41.764641399,-87.633424905
6,Lake View,41.732718203,-87.622018492
6,Lake View,41.756221975,-87.607780652
6,Lake View,41.744693888,-87.622828064
6,Lake View,41.737547633,-87.604847215
6,Lake View,41.737588688,-87.616172035
6,Lake View,41.743694781,-87.62191201
6,Lake View,41.762801362,-87.652842156
6,Lake View,41.766656587,-87.637182247
6,Lake View,41.76907549,-87.630165513
6,Lake View,41.767140707,-87.636462214
6,Lake View,41.750764865,-87.608857231
6,Lake View,41.772500833,-87.642911248
6,Lake View,41.75015967,-87.621356896
6,Lake View,41.736520302,-87.613403026
6,Lake View,41.768105576,-87.620179762
6,Lake View,41.719091948,-87.615282519
6,Lake View,41.767095429,-87.615293662
6,Lake View,41.758181282,-87.624911375
6,Lake View,41.750832464,-87.605224746
6,Lake View,41.773360201,-87.64069877
6,Lake View,41.739059866,-87.621061815
6,Lake View,41.765408922,-87.631481158
6,Lake View,41.754458054,-87.605282723
6,Lake View,41.764569155,-87.628341654
6,Lake View,41.76134598,-87.613953952
6,Lake View,41.751168201,-87.611898084
6,Lake View,41.764569155,-87.628341654
6,Lake View,41.75044125,-87.613694591
6,Lake View,41.750349172,-87.611265936
6,Lake View,41.757746672,-87.62474756
6,Lake View,41.750832464,-87.605224746
6,Lake View,41.757836524,-87.621524942
6,Lake View,41.7612368,-87.612734627
6,Lake View,41.74899896,-87.605175838
6,Lake View,41.770093039,-87.643193674
6,Lake View,41.735883276,-87.617740821
6,Lake View,41.758958799,-87.626390884
6,Lake View,41.767409269,-87.621184531
6,Lake View,41.759776423,-87.607872562
6,Lake View,41.771478372,-87.633577871
6,Lake View,41.750940757,-87.625185222
6,Lake View,41.744873522,-87.605057557
6,Lake View,41.758526554,-87.60855003
6,Lake View,41.748321632,-87.619691506
6,Lake View,41.751452878,-87.624567581
6,Lake View,41.748478385,-87.614900171
6,Lake View,41.745747009,-87.608221072
6,Lake View,41.750638505,-87.614956708
7,Lincoln Park,41.751883401,-87.554972608
7,Lincoln Park,41.758230922,-87.563930441
7,Lincoln Park,41.739960146,-87.562408141
7,Lincoln Park,41.753156284,-87.561411005
7,Lincoln Park,41.744564968,-87.558311283
7,Lincoln Park,41.748876971,-87.566185932
7,Lincoln Park,41.711276612,-87.569394665
7,Lincoln Park,41.711640975,-87.569712649
7,Lincoln Park,41.761727593,-87.564815996
7,Lincoln Park,41.761727593,-87.564815996
7,Lincoln Park,41.756496183,-87.55289378
7,Lincoln Park,41.722362598,-87.58382047
7,Lincoln Park,41.754387396,-87.555554394
7,Lincoln Park,41.752738627,-87.566249896
7,Lincoln Park,41.761988329,-87.564820216
7,Lincoln Park,41.746229065,-87.552790944
7,Lincoln Park,41.725447741,-87.570556576
7,Lincoln Park,41.721810028,-87.576555727
7,Lincoln Park,,
7,Lincoln Park,41.753567171,-87.564572519
7,Lincoln Park,41.75103968,-87.549947484
7,Lincoln Park,41.75906511,-87.560647478
7,Lincoln Park,41.753567171,-87.564572519
7,Lincoln Park,41.761396234,-87.557976827
7,Lincoln Park,41.758362572,-87.565149357
7,Lincoln Park,41.754484113,-87.567500836
7,Lincoln Park,41.747886704,-87.547970324
7,Lincoln Park,41.75645779,-87.565113432
7,Lincoln Park,41.728851343,-87.570655525
7,Lincoln Park,41.75806647,-87.561506099
7,Lincoln Park,41.747705661,-87.550394781
7,Lincoln Park,41.760123344,-87.562122867
7,Lincoln Park,41.732620598,-87.564675794
7,Lincoln Park,41.732620598,-87.564675794
7,Lincoln Park,,
7,Lincoln Park,41.747571061,-87.547963178
7,Lincoln Park,41.738165052,-87.564818528
7,Lincoln Park,41.728855415,-87.558141118
7,Lincoln Park,41.728855415,-87.558141118
7,Lincoln Park,41.751317167,-87.563800456
7,Lincoln Park,41.732620598,-87.564675794
7,Lincoln Park,41.720738995,-87.578945577
7,Lincoln Park,41.758293106,-87.554829186
7,Lincoln Park,41.761861606,-87.568860923
7,Lincoln Park,41.734602963,-87.558284508
7,Lincoln Park,41.722352508,-87.584377376
7,Lincoln Park,41.749300167,-87.560130612
7,Lincoln Park,,
7,Lincoln Park,41.753652757,-87.558114008
7,Lincoln Park,41.747401022,-87.556455913
7,Lincoln Park,,
7,Lincoln Park,41.751257242,-87.555309999
7,Lincoln Park,41.759355486,-87.55812601
7,Lincoln Park,41.734829103,-87.559670367
7,Lincoln Park,41.752859874,-87.561407226
7,Lincoln Park,41.745957196,-87.547931545
7,Lincoln Park,41.750973348,-87.571093674
7,Lincoln Park,,
7,Lincoln Park,41.751399995,-87.55288955
7,Lincoln Park,41.751113941,-87.565008576
7,Lincoln Park,41.758189864,-87.562717776
7,Lincoln Park,41.761324418,-87.557908051
7,Lincoln Park,41.736443235,-87.564648534
7,Lincoln Park,41.751257242,-87.555309999
7,Lincoln Park,41.738467273,-87.558740013
7,Lincoln Park,41.734847232,-87.545777045
7,Lincoln Park,41.751950661,-87.549929078
7,Lincoln Park,41.749253201,-87.563762808
7,Lincoln Park,41.756765393,-87.562690836
7,Lincoln Park,41.722214065,-87.565891431
7,Lincoln Park,41.750850677,-87.562578351
7,Lincoln Park,41.752807137,-87.558465012
7,Lincoln Park,41.763732361,-87.565440855
7,Lincoln Park,41.722460108,-87.576090212
7,Lincoln Park,41.751770885,-87.563117056
7,Lincoln Park,,
7,Lincoln Park,41.756255682,-87.552636478
7,Lincoln Park,41.747505005,-87.562523094
7,Lincoln Park,41.763547896,-87.565351419
7,Lincoln Park,41.756197029,-87.565105547
7,Lincoln Park,41.753749428,-87.552128115
7,Lincoln Park,41.753120521,-87.562624493
7,Lincoln Park,41.728226861,-87.552855036
7,Lincoln Park,41.751815845,-87.560005138
7,Lincoln Park,41.72546159,-87.569336546
7,Lincoln Park,41.749053265,-87.55770028
7,Lincoln Park,41.744409214,-87.547902775
7,Lincoln Park,41.759012808,-87.560215615
7,Lincoln Park,41.747318382,-87.562521662
7,Lincoln Park,41.749898649,-87.550437762
7,Lincoln Park,41.761374517,-87.560047985
7,Lincoln Park,41.751163918,-87.555307461
7,Lincoln Park,41.714597905,-87.567022232
7,Lincoln Park,41.754823635,-87.551092573
7,Lincoln Park,41.7349581,-87.559672483
7,Lincoln Park,41.75839836,-87.563935771
7,Lincoln Park,41.756641783,-87.563901776
7,Lincoln Park,41.719722847,-87.568866073
7,Lincoln Park,41.75799435,-87.570017351
7,Lincoln Park,41.75839836,-87.563935771
7,Lincoln Park,41.736821826,-87.559723393
7,Lincoln Park,41.756691279,-87.562688058
7,Lincoln Park,41.755449875,-87.559276166
7,Lincoln Park,41.74955541,-87.546791962
7,Lincoln Park,41.758491683,-87.563938321
7,Lincoln Park,41.763236237,-87.559802041
7,Lincoln Park,41.749217947,-87.556485311
7,Lincoln Park,41.761396234,-87.557976827
7,Lincoln Park,41.76196912,-87.564820445
7,Lincoln Park,41.721313758,-87.569572496
7,Lincoln Park,41.721691511,-87.578982056
7,Lincoln Park,,
7,Lincoln Park,41.75119031,-87.569878083
7,Lincoln Park,41.749217947,-87.556485311
7,Lincoln Park,41.756617188,-87.562688944
7,Lincoln Park,41.740333313,-87.563627489
7,Lincoln Park,41.726219145,-87.567294437
7,Lincoln Park,41.754597244,-87.561441382
7,Lincoln Park,41.746347275,-87.560942908
7,Lincoln Park,41.746347275,-87.560942908
7,Lincoln Park,41.719989636,-87.571020389
7,Lincoln Park,41.742388845,-87.5486236
7,Lincoln Park,41.759578644,-87.56315198
7,Lincoln Park,41.762166567,-87.566441838
7,Lincoln Park,41.75310285,-87.550270556
7,Lincoln Park,41.736732889,-87.545823622
7,Lincoln Park,41.761727593,-87.564815996
7,Lincoln Park,41.760123344,-87.562122867
7,Lincoln Park,41.753682054,-87.555951386
7,Lincoln Park,41.754976764,-87.55424256
7,Lincoln Park,,
7,Lincoln Park,41.744564968,-87.558311283
7,Lincoln Park,41.761396234,-87.557976827
7,Lincoln Park,,
7,Lincoln Park,41.718285997,-87.575256469
7,Lincoln Park,41.756859457,-87.555473236
7,Lincoln Park,41.743912171,-87.564900234
7,Lincoln Park,41.752596188,-87.554055126
7,Lincoln Park,41.745290392,-87.552772998
7,Lincoln Park,41.73658194,-87.545821802
7,Lincoln Park,41.747538248,-87.550393151
7,Lincoln Park,41.729370123,-87.570671369
7,Lincoln Park,41.750014508,-87.558623196
7,Lincoln Park,41.754172384,-87.552581097
7,Lincoln Park,41.762161498,-87.562813204
7,Lincoln Park,41.756658247,-87.56390158
7,Lincoln Park,41.728851343,-87.570655525
7,Lincoln Park,41.752881252,-87.558467785
7,Lincoln Park,41.722490414,-87.573613605
7,Lincoln Park,41.754256907,-87.550483752
7,Lincoln Park,41.749222926,-87.564979821
7,Lincoln Park,41.719582824,-87.568856744
7,Lincoln Park,41.760385599,-87.563171652
7,Lincoln Park,41.740124815,-87.562409836
7,Lincoln Park,41.754876615,-87.558506088
7,Lincoln Park,41.7511168,-87.563795519
7,Lincoln Park,41.751815845,-87.560005138
7,Lincoln Park,41.762161498,-87.562813204
7,Lincoln Park,,
7,Lincoln Park,41.729216041,-87.559528902
7,Lincoln Park,,
7,Lincoln Park,41.745748766,-87.55521161
7,Lincoln Park,41.761396234,-87.557976827
7,Lincoln Park,41.74925367,-87.555275558
7,Lincoln Park,41.761396234,-87.557976827
7,Lincoln Park,,
7,Lincoln Park,41.747453172,-87.554025714
7,Lincoln Park,41.738617821,-87.566044237
7,Lincoln Park,41.758091299,-87.554611718
7,Lincoln Park,41.747708205,-87.561315035
7,Lincoln Park,41.747708205,-87.561315035
7,Lincoln Park,41.738387372,-87.564823205
7,Lincoln Park,41.736543539,-87.562416028
7,Lincoln Park,41.75113641,-87.548036989
7,Lincoln Park,41.747508078,-87.554028714
7,Lincoln Park,41.747708205,-87.561315035
7,Lincoln Park,41.747389894,-87.560094903
7,Lincoln Park,41.722013357,-87.575344529
7,Lincoln Park,41.747461273,-87.547960851
7,Lincoln Park,41.72204345,-87.569941151
7,Lincoln Park,41.758229489,-87.560038096
7,Lincoln Park,41.713518298,-87.565214752
7,Lincoln Park,41.760583068,-87.564793
7,Lincoln Park,41.760583068,-87.564793
7,Lincoln Park,41.749127355,-87.557699388
7,Lincoln Park,41.725521855,-87.570559363
7,Lincoln Park,41.751144367,-87.562585832
7,Lincoln Park,41.759012808,-87.560215615
7,Lincoln Park,41.750770238,-87.571088748
7,Lincoln Park,41.741988622,-87.557580112
7,Lincoln Park,,
7,Lincoln Park,41.752885677,-87.549008833
7,Lincoln Park,41.751004623,-87.558944779
7,Lincoln Park,41.75416291,-87.550382277
7,Lincoln Park,41.722383615,-87.581996008
7,Lincoln Park,41.744534088,-87.560653171
7,Lincoln Park,41.738579741,-87.559955111
7,Lincoln Park,41.756504746,-87.561473501
7,Lincoln Park,41.761614744,-87.567643302
7,Lincoln Park,41.756794468,-87.553982349
7,Lincoln Park,41.728226861,-87.552855036
7,Lincoln Park,41.714650607,-87.562183249
7,Lincoln Park,41.75906511,-87.560647478
7,Lincoln Park,41.751950786,-87.5499474
7,Lincoln Park,41.7445023,-87.562866815
7,Lincoln Park,41.744534088,-87.560653171
7,Lincoln Park,41.742232781,-87.560010211
7,Lincoln Park,41.748119118,-87.564479946
7,Lincoln Park,41.74811924,-87.564498267
7,Lincoln Park,41.755734302,-87.554259054
7,Lincoln Park,41.756381022,-87.563893896
7,Lincoln Park,41.751355469,-87.565013025
7,Lincoln Park,41.749210313,-87.550911531
7,Lincoln Park,41.754879819,-87.562654754
7,Lincoln Park,41.75119031,-87.569878083
7,Lincoln Park,41.756721237,-87.555324638
7,Lincoln Park,41.757814879,-87.554318187
7,Lincoln Park,41.752903449,-87.565042207
7,Lincoln Park,,
7,Lincoln Park,41.745355918,-87.563706748
7,Lincoln Park,41.751234705,-87.5650108
7,Lincoln Park,41.7517514,-87.564715123
7,Lincoln Park,41.756559628,-87.561472843
7,Lincoln Park,41.725698899,-87.558058175
7,Lincoln Park,41.75310285,-87.550270556
7,Lincoln Park,41.75310285,-87.550270556
7,Lincoln Park,41.751342079,-87.56137777
7,Lincoln Park,41.736716465,-87.562421288
7,Lincoln Park,41.754209909,-87.550433015
7,Lincoln Park,41.75310285,-87.550270556
7,Lincoln Park,41.751064764,-87.56258312
7,Lincoln Park,41.758237827,-87.554771212
7,Lincoln Park,41.736697257,-87.562421518
7,Lincoln Park,41.756271144,-87.565108328
7,Lincoln Park,41.752881252,-87.558467785
7,Lincoln Park,41.749055954,-87.547996383
7,Lincoln Park,41.753070862,-87.565043875
7,Lincoln Park,41.761628605,-87.566429917
7,Lincoln Park,41.728851343,-87.570655525
7,Lincoln Park,41.757242519,-87.560999197
7,Lincoln Park,41.747401022,-87.556455913
7,Lincoln Park,41.719695406,-87.568866398
7,Lincoln Park,41.753567171,-87.564572519
7,Lincoln Park,41.753567171,-87.564572519
7,Lincoln Park,41.725541642,-87.563239923
7,Lincoln Park,41.722476277,-87.574796951
7,Lincoln Park,41.760982342,-87.559678835
7,Lincoln Park,41.750066154,-87.554895616
7,Lincoln Park,41.754209909,-87.550433015
7,Lincoln Park,41.751257242,-87.555309999
7,Lincoln Park,41.747225173,-87.561309828
7,Lincoln Park,41.751375148,-87.55895132
7,Lincoln Park,41.756781972,-87.561481174
7,Lincoln Park,41.729161793,-87.568230298
7,Lincoln Park,41.749217947,-87.556485311
7,Lincoln Park,41.749362899,-87.564981816
7,Lincoln Park,41.721975563,-87.571703888
7,Lincoln Park,41.75375771,-87.552135344
7,Lincoln Park,41.752631443,-87.567460558
7,Lincoln Park,41.758156832,-87.563931326
7,Lincoln Park,41.760080391,-87.558186925
7,Lincoln Park,41.755033744,-87.554146583
7,Lincoln Park,41.751832643,-87.558832214
7,Lincoln Park,41.761396234,-87.557976827
7,Lincoln Park,41.753681781,-87.555911075
7,Lincoln Park,41.738681424,-87.556315527
7,Lincoln Park,41.750930509,-87.558942005
7,Lincoln Park,41.749516682,-87.56376699
7,Lincoln Park,41.76346204,-87.566466731
7,Lincoln Park,41.745767974,-87.555211378
7,Lincoln Park,41.756287723,-87.56389501
7,Lincoln Park,41.754172384,-87.552581097
7,Lincoln Park,,
7,Lincoln Park,41.722476277,-87.574796951
7,Lincoln Park,41.751890379,-87.554382497
7,Lincoln Park,41.759012808,-87.560215615
7,Lincoln Park,41.749069743,-87.556483433
7,Lincoln Park,41.754023313,-87.553664045
7,Lincoln Park,41.761396234,-87.557976827
7,Lincoln Park,41.738294434,-87.556309201
7,Lincoln Park,41.76127191,-87.557853704
7,Lincoln Park,41.760847554,-87.562898563
7,Lincoln Park,41.747239008,-87.5588801
7,Lincoln Park,41.754690543,-87.561440265
7,Lincoln Park,41.757742987,-87.554238424
7,Lincoln Park,41.747620598,-87.555243974
7,Lincoln Park,41.720164744,-87.568875487
7,Lincoln Park,41.73676085,-87.555569259
7,Lincoln Park,41.728107638,-87.553079947
7,Lincoln Park,41.754492728,-87.563861476
7,Lincoln Park,41.75628454,-87.568762187
7,Lincoln Park,41.754533775,-87.565074073
7,Lincoln Park,41.745517986,-87.561275315
7,Lincoln Park,41.725643993,-87.558055172
7,Lincoln Park,41.721334119,-87.567271874
7,Lincoln Park,41.721554174,-87.573133786
7,Lincoln Park,41.753602854,-87.554387446
7,Lincoln Park,41.756283546,-87.560002816
7,Lincoln Park,41.745935388,-87.555213021
7,Lincoln Park,41.736527033,-87.545818809
7,Lincoln Park,41.760833263,-87.564042299
7,Lincoln Park,41.744563113,-87.558443222
7,Lincoln Park,41.747776968,-87.549180956
7,Lincoln Park,41.714778883,-87.573612861
7,Lincoln Park,41.749481415,-87.55770612
7,Lincoln Park,,
7,Lincoln Park,41.766161865,-87.562692028
7,Lincoln Park,41.754506665,-87.561438803
7,Lincoln Park,,
7,Lincoln Park,41.755781299,-87.554309795
7,Lincoln Park,41.753693458,-87.555203615
7,Lincoln Park,41.766161865,-87.562692028
7,Lincoln Park,41.763435021,-87.565297784
7,Lincoln Park,41.756233028,-87.558207568
7,Lincoln Park,41.754762393,-87.554600651
7,Lincoln Park,41.756264312,-87.559999382
7,Lincoln Park,41.750872909,-87.557726016
7,Lincoln Park,41.726360582,-87.556072032
7,Lincoln Park,41.749706449,-87.548010442
7,Lincoln Park,41.740127827,-87.555121917
7,Lincoln Park,41.751438412,-87.552889084
7,Lincoln Park,41.751904574,-87.55323892
7,Lincoln Park,41.74830225,-87.550955539
7,Lincoln Park,41.7517514,-87.564715123
7,Lincoln Park,41.752891032,-87.55221182
7,Lincoln Park,41.759055505,-87.561259676
7,Lincoln Park,41.76433238,-87.562834881
7,Lincoln Park,41.750845087,-87.563791435
7,Lincoln Park,41.751275763,-87.566227001
7,Lincoln Park,41.759407969,-87.558176691
7,Lincoln Park,41.752642802,-87.56382127
7,Lincoln Park,41.756704648,-87.555306513
7,Lincoln Park,41.751185092,-87.567444769
7,Lincoln Park,41.756859457,-87.555473236
7,Lincoln Park,41.750845087,-87.563791435
7,Lincoln Park,41.743901503,-87.560037823
7,Lincoln Park,41.751457646,-87.552892516
7,Lincoln Park,41.752892204,-87.567468452
7,Lincoln Park,41.748767527,-87.562544637
7,Lincoln Park,41.749503414,-87.549222244
7,Lincoln Park,41.74450103,-87.563086691
7,Lincoln Park,41.765186524,-87.56580473
7,Lincoln Park,41.745820099,-87.553994162
8,Near North Side,41.751270452,-87.585822373
8,Near North Side,41.730274644,-87.603892613
8,Near North Side,41.728767059,-87.581602911
8,Near North Side,41.755864287,-87.602869924
8,Near North Side,41.745285231,-87.605067562
8,Near North Side,41.752864125,-87.584440569
8,Near North Side,41.745270017,-87.601377692
8,Near North Side,41.752563264,-87.58333363
8,Near North Side,41.743977527,-87.604411769
8,Near North Side,,
8,Near North Side,41.748997657,-87.588278371
8,Near North Side,41.747732082,-87.596292673
8,Near North Side,41.737027489,-87.577846331
8,Near North Side,41.7379741,-87.57573578
8,Near North Side,41.728737511,-87.583801325
8,Near North Side,41.743528707,-87.578257475
8,Near North Side,41.750570213,-87.60152637
8,Near North Side,41.732523452,-87.58277545
8,Near North Side,41.74330654,-87.584566298
8,Near North Side,41.745593944,-87.571007066
8,Near North Side,,
8,Near North Side,41.750838669,-87.602743669
8,Near North Side,41.736277091,-87.585212192
8,Near North Side,41.75048339,-87.599101334
8,Near North Side,41.730603777,-87.597408058
8,Near North Side,41.752876423,-87.582120594
8,Near North Side,41.757849863,-87.58223852
8,Near North Side,41.748938757,-87.603904902
8,Near North Side,41.731794648,-87.604703396
8,Near North Side,41.762977039,-87.582365662
8,Near North Side,41.762977039,-87.582365662
8,Near North Side,41.715679935,-87.603823252
8,Near North Side,41.748679559,-87.600261574
8,Near North Side,41.747014627,-87.603846064
8,Near North Side,41.736966944,-87.582005586
8,Near North Side,41.734157513,-87.589288905
8,Near North Side,41.718103563,-87.598286922
8,Near North Side,41.751394064,-87.594751905
8,Near North Side,41.752700983,-87.591867374
8,Near North Side,41.74719631,-87.602638387
8,Near North Side,41.741825785,-87.56973253
8,Near North Side,41.747393001,-87.585438607
8,Near North Side,41.747077049,-87.591734208
8,Near North Side,41.736249728,-87.579346644
8,Near North Side,41.726937306,-87.596112781
8,Near North Side,41.722458281,-87.576229431
8,Near North Side,41.750471926,-87.600314475
8,Near North Side,41.739669366,-87.604907509
8,Near North Side,41.746679753,-87.603835197
8,Near North Side,41.74536334,-87.601380296
8,Near North Side,41.74317925,-87.600148257
8,Near North Side,41.727096769,-87.603034703
8,Near North Side,41.750768003,-87.5883202
8,Near North Side,41.75048339,-87.599101334
8,Near North Side,41.750446169,-87.602733461
8,Near North Side,41.751610161,-87.57567807
8,Near North Side,41.750515331,-87.601526994
8,Near North Side,,
8,Near North Side,41.752403158,-87.6027809
8,Near North Side,41.751407191,-87.593806252
8,Near North Side,41.752690858,-87.576009853
8,Near North Side,41.728548899,-87.594936708
8,Near North Side,41.748938757,-87.603904902
8,Near North Side,41.751505533,-87.583994603
8,Near North Side,41.735810271,-87.580546199
8,Near North Side,41.738503031,-87.585680998
8,Near North Side,41.736345716,-87.585636406
8,Near North Side,41.756046813,-87.580973127
8,Near North Side,41.745399514,-87.567355965
8,Near North Side,41.735980537,-87.585186322
8,Near North Side,41.747685921,-87.599800154
8,Near North Side,41.717611221,-87.600691678
8,Near North Side,41.717564548,-87.600688545
8,Near North Side,41.752530825,-87.591865668
8,Near North Side,41.715859959,-87.600630988
8,Near North Side,41.727015468,-87.599749596
8,Near North Side,41.72525479,-87.596073403
8,Near North Side,41.715821542,-87.600631424
8,Near North Side,41.716311802,-87.603065244
8,Near North Side,41.743327009,-87.577215518
8,Near North Side,41.752660991,-87.584431935
8,Near North Side,41.747265728,-87.5882361
8,Near North Side,41.754002171,-87.599193167
8,Near North Side,41.722445994,-87.577280883
8,Near North Side,41.756604794,-87.576095781
8,Near North Side,41.745880549,-87.597284923
8,Near North Side,41.74771987,-87.596956093
8,Near North Side,41.736345716,-87.585636406
8,Near North Side,41.749272996,-87.580000483
8,Near North Side,41.747626436,-87.584200954
8,Near North Side,41.750713454,-87.600319057
8,Near North Side,41.728611567,-87.59614859
8,Near North Side,41.752563264,-87.58333363
8,Near North Side,41.750359395,-87.600312091
8,Near North Side,41.7159251,-87.595799117
8,Near North Side,41.743538345,-87.601375374
8,Near North Side,41.750832464,-87.605224746
8,Near North Side,41.743557554,-87.601375156
8,Near North Side,41.750405687,-87.58830973
8,Near North Side,41.739320771,-87.604896792
8,Near North Side,41.725766363,-87.600540422
8,Near North Side,41.730612248,-87.577991114
8,Near North Side,41.732604656,-87.597451164
8,Near North Side,41.730567122,-87.599830086
8,Near North Side,41.742471725,-87.579028354
8,Near North Side,41.722458281,-87.576229431
8,Near North Side,41.756649233,-87.572437554
8,Near North Side,41.748536319,-87.60146885
8,Near North Side,41.746784577,-87.602624733
8,Near North Side,41.736345716,-87.585636406
8,Near North Side,,
8,Near North Side,41.736202051,-87.569634275
8,Near North Side,41.736202051,-87.569634275
8,Near North Side,41.752273036,-87.599157899
8,Near North Side,41.756152334,-87.584523288
8,Near North Side,41.735859943,-87.597534912
8,Near North Side,41.747009664,-87.602633174
8,Near North Side,41.751597449,-87.576664037
8,Near North Side,41.746961306,-87.600211497
8,Near North Side,41.751499286,-87.584720295
8,Near North Side,41.76154447,-87.581938863
8,Near North Side,41.746698961,-87.60383498
8,Near North Side,41.747582531,-87.584201464
8,Near North Side,41.743681129,-87.569761847
8,Near North Side,41.743642712,-87.569762302
8,Near North Side,41.744344492,-87.575034294
8,Near North Side,41.750843608,-87.603952966
8,Near North Side,41.752692261,-87.583335793
8,Near North Side,41.760361887,-87.58617869
8,Near North Side,41.759600385,-87.601749985
8,Near North Side,41.726951877,-87.581840209
8,Near North Side,41.726910425,-87.60307711
8,Near North Side,41.741724047,-87.60132636
8,Near North Side,41.736297748,-87.572062293
8,Near North Side,41.733013734,-87.603502581
8,Near North Side,41.745534109,-87.598897554
8,Near North Side,41.750895099,-87.599111301
8,Near North Side,41.736249728,-87.579346644
8,Near North Side,41.732503139,-87.585552743
8,Near North Side,41.752432646,-87.597939367
8,Near North Side,41.745340136,-87.605070606
8,Near North Side,41.743557554,-87.601375156
8,Near North Side,41.739381109,-87.580621746
8,Near North Side,41.763307893,-87.584704004
8,Near North Side,41.743346387,-87.577240941
8,Near North Side,41.749315877,-87.568628671
8,Near North Side,41.726977693,-87.587910078
8,Near North Side,41.747098315,-87.588234372
8,Near North Side,41.744972295,-87.596873894
8,Near North Side,41.748582738,-87.595425432
8,Near North Side,41.732838921,-87.574400264
8,Near North Side,41.754546271,-87.576050345
8,Near North Side,41.750364359,-87.601521379
8,Near North Side,41.751421712,-87.592226582
8,Near North Side,41.738204992,-87.567100715
8,Near North Side,41.749466741,-87.604507253
8,Near North Side,41.751407191,-87.593806252
8,Near North Side,41.732804283,-87.602068789
8,Near North Side,41.754342102,-87.582154811
8,Near North Side,41.742786344,-87.573466009
8,Near North Side,41.750333637,-87.602731072
8,Near North Side,41.751595887,-87.576843628
8,Near North Side,41.721918366,-87.585137009
8,Near North Side,41.75975354,-87.602961431
8,Near North Side,41.726977027,-87.59974637
8,Near North Side,41.732275365,-87.586819344
8,Near North Side,41.763624811,-87.582383766
8,Near North Side,41.749530136,-87.598518526
8,Near North Side,,
8,Near North Side,41.734369392,-87.585150064
8,Near North Side,41.74505265,-87.602582077
8,Near North Side,41.749033642,-87.600272204
8,Near North Side,41.745354023,-87.603798903
8,Near North Side,41.73673302,-87.582744757
8,Near North Side,41.729643307,-87.584248733
8,Near North Side,41.747177101,-87.602638604
8,Near North Side,41.739663786,-87.584403429
8,Near North Side,41.757873412,-87.602916778
8,Near North Side,41.711883395,-87.598474991
8,Near North Side,41.731753486,-87.604703861
8,Near North Side,41.737973087,-87.604860727
8,Near North Side,41.747672289,-87.601104881
8,Near North Side,41.749118345,-87.594217306
8,Near North Side,,
8,Near North Side,41.751270452,-87.585822373
8,Near North Side,,
8,Near North Side,41.751613643,-87.575373855
8,Near North Side,41.739697321,-87.58197376
8,Near North Side,41.734250836,-87.589291492
8,Near North Side,41.746983749,-87.591735281
8,Near North Side,41.754626358,-87.572388148
8,Near North Side,41.760132634,-87.579232064
8,Near North Side,41.754561925,-87.580939161
8,Near North Side,41.73809141,-87.56694085
8,Near North Side,41.73574715,-87.603947936
8,Near North Side,41.711091831,-87.603453949
8,Near North Side,41.736422269,-87.604815966
8,Near North Side,41.725787054,-87.599052894
8,Near North Side,41.747177101,-87.602638604
8,Near North Side,41.745880174,-87.597226297
8,Near North Side,41.752500285,-87.600364694
8,Near North Side,41.750838669,-87.602743669
8,Near North Side,41.751610161,-87.57567807
8,Near North Side,41.7506766,-87.589460977
8,Near North Side,41.74897841,-87.567405036
8,Near North Side,41.731767207,-87.604703706
8,Near North Side,41.765120483,-87.583649257
8,Near North Side,41.74719631,-87.602638387
8,Near North Side,41.725532139,-87.575431385
8,Near North Side,41.726072279,-87.578692698
8,Near North Side,41.746948338,-87.585425446
8,Near North Side,41.728744634,-87.599788539
8,Near North Side,41.747671962,-87.601053582
8,Near North Side,41.745488945,-87.575878297
8,Near North Side,41.73049443,-87.583887144
8,Near North Side,41.74693629,-87.594165381
8,Near North Side,41.734547924,-87.585594973
8,Near North Side,41.756436569,-87.580983235
8,Near North Side,41.729210354,-87.57431109
8,Near North Side,41.735752645,-87.580546872
8,Near North Side,41.748571992,-87.601468444
8,Near North Side,41.736408152,-87.589336206
8,Near North Side,41.745250622,-87.595342663
8,Near North Side,41.75054604,-87.600317297
8,Near North Side,41.758071571,-87.601712372
8,Near North Side,41.758071571,-87.601712372
8,Near North Side,41.741077592,-87.585742737
8,Near North Side,41.737094305,-87.572998178
8,Near North Side,41.750943595,-87.594262333
8,Near North Side,41.734341742,-87.588074071
8,Near North Side,41.748623092,-87.603893817
8,Near North Side,41.747009664,-87.602633174
8,Near North Side,41.74693629,-87.594165381
8,Near North Side,41.737635982,-87.603633447
8,Near North Side,41.758868246,-87.576838856
8,Near North Side,,
8,Near North Side,41.75421559,-87.583373033
8,Near North Side,41.737094305,-87.572998178
8,Near North Side,41.757630995,-87.585708249
8,Near North Side,41.754168689,-87.601635756
8,Near North Side,41.727178835,-87.596117346
