ward_no,Areaname,crime_type,arrest,year,crime_location,latitude,longitude
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.74750808,-87.55402871
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.74770821,-87.56131504
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.74738989,-87.5600949
7,Lincoln Park,ASSAULT,f,2015,SIDEWALK,41.72201336,-87.57534453
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,APARTMENT,41.74746127,-87.54796085
7,Lincoln Park,BATTERY,t,2015,RESIDENCE,41.72204345,-87.56994115
7,Lincoln Park,BATTERY,f,2015,VEHICLE NON-COMMERCIAL,41.75822949,-87.5600381
7,Lincoln Park,OTHER OFFENSE,f,2015,RESIDENCE,41.7135183,-87.56521475
7,Lincoln Park,THEFT,f,2015,APARTMENT,41.76058307,-87.564793
7,Lincoln Park,THEFT,f,2015,APARTMENT,41.76058307,-87.564793
7,Lincoln Park,THEFT,f,2015,STREET,41.74912736,-87.55769939
7,Lincoln Park,BATTERY,t,2015,RESIDENCE,41.72552186,-87.57055936
7,Lincoln Park,OTHER OFFENSE,f,2015,RESIDENCE,41.75114437,-87.56258583
7,Lincoln Park,CRIMINAL TRESPASS,t,2015,SMALL RETAIL STORE,41.75901281,-87.56021562
7,Lincoln Park,ASSAULT,f,2015,RESIDENCE,41.75077024,-87.57108875
7,Lincoln Park,THEFT,f,2015,RESIDENTIAL YARD (FRONT/BACK),41.74198862,-87.55758011
7,Lincoln Park,MOTOR VEHICLE THEFT,f,2015,STREET,,
7,Lincoln Park,ROBBERY,f,2015,STREET,41.75288568,-87.54900883
7,Lincoln Park,THEFT,f,2015,STREET,41.75100462,-87.55894478
7,Lincoln Park,THEFT,f,2015,STREET,41.75416291,-87.55038228
7,Lincoln Park,BURGLARY,f,2015,RESTAURANT,41.72238362,-87.58199601
7,Lincoln Park,BATTERY,f,2015,CONVENIENCE STORE,41.74453409,-87.56065317
7,Lincoln Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.73857974,-87.55995511
7,Lincoln Park,THEFT,f,2015,RESIDENCE,41.75650475,-87.5614735
7,Lincoln Park,THEFT,f,2015,STREET,41.76161474,-87.5676433
7,Lincoln Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.75679447,-87.55398235
7,Lincoln Park,THEFT,f,2015,CONVENIENCE STORE,41.72822686,-87.55285504
7,Lincoln Park,THEFT,f,2015,RESIDENCE-GARAGE,41.71465061,-87.56218325
7,Lincoln Park,BATTERY,t,2015,STREET,41.75906511,-87.56064748
7,Lincoln Park,OTHER OFFENSE,f,2015,APARTMENT,41.75195079,-87.5499474
7,Lincoln Park,THEFT,f,2015,STREET,41.7445023,-87.56286682
7,Lincoln Park,THEFT,f,2015,CONVENIENCE STORE,41.74453409,-87.56065317
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,RESIDENCE,41.74223278,-87.56001021
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.74811912,-87.56447995
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.74811924,-87.56449827
7,Lincoln Park,THEFT,f,2015,RESIDENCE PORCH/HALLWAY,41.7557343,-87.55425905
7,Lincoln Park,NARCOTICS,t,2015,STREET,41.75638102,-87.5638939
7,Lincoln Park,OTHER OFFENSE,t,2015,STREET,41.75135547,-87.56501303
7,Lincoln Park,ASSAULT,f,2015,APARTMENT,41.74921031,-87.55091153
7,Lincoln Park,BATTERY,t,2015,APARTMENT,41.75487982,-87.56265475
7,Lincoln Park,PUBLIC PEACE VIOLATION,t,2015,SIDEWALK,41.75119031,-87.56987808
7,Lincoln Park,BATTERY,f,2015,APARTMENT,41.75672124,-87.55532464
7,Lincoln Park,BURGLARY,t,2015,RESIDENTIAL YARD (FRONT/BACK),41.75781488,-87.55431819
7,Lincoln Park,PROSTITUTION,t,2015,ALLEY,41.75290345,-87.56504221
7,Lincoln Park,NARCOTICS,t,2015,VEHICLE NON-COMMERCIAL,,
7,Lincoln Park,BURGLARY,f,2015,RESIDENCE,41.74535592,-87.56370675
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.75123471,-87.5650108
7,Lincoln Park,NARCOTICS,t,2015,CTA BUS STOP,41.7517514,-87.56471512
7,Lincoln Park,BATTERY,f,2015,RESIDENCE PORCH/HALLWAY,41.75655963,-87.56147284
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,RESIDENCE-GARAGE,41.7256989,-87.55805818
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.75310285,-87.55027056
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.75310285,-87.55027056
7,Lincoln Park,THEFT,f,2015,CTA BUS STOP,41.75134208,-87.56137777
7,Lincoln Park,CRIMINAL DAMAGE,t,2015,RESIDENCE,41.73671647,-87.56242129
7,Lincoln Park,NARCOTICS,t,2015,APARTMENT,41.75420991,-87.55043302
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.75310285,-87.55027056
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,RESIDENCE,41.75106476,-87.56258312
7,Lincoln Park,BURGLARY,f,2015,RESIDENCE,41.75823783,-87.55477121
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,RESIDENCE,41.73669726,-87.56242152
7,Lincoln Park,ASSAULT,f,2015,SIDEWALK,41.75627114,-87.56510833
7,Lincoln Park,ASSAULT,f,2015,RESIDENCE,41.75288125,-87.55846779
7,Lincoln Park,ROBBERY,f,2015,SIDEWALK,41.74905595,-87.54799638
7,Lincoln Park,THEFT,f,2015,STREET,41.75307086,-87.56504388
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.76162861,-87.56642992
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,RESIDENCE,41.72885134,-87.57065553
7,Lincoln Park,ASSAULT,f,2015,APARTMENT,41.75724252,-87.5609992
7,Lincoln Park,THEFT,f,2015,RESIDENTIAL YARD (FRONT/BACK),41.74740102,-87.55645591
7,Lincoln Park,BURGLARY,f,2015,RESIDENCE-GARAGE,41.71969541,-87.5688664
7,Lincoln Park,DECEPTIVE PRACTICE,f,2015,RESIDENCE,41.75356717,-87.56457252
7,Lincoln Park,BATTERY,f,2015,STREET,41.75356717,-87.56457252
7,Lincoln Park,BATTERY,f,2015,RESIDENCE,41.72554164,-87.56323992
7,Lincoln Park,PUBLIC PEACE VIOLATION,t,2015,PARKING LOT/GARAGE(NON.RESID.),41.72247628,-87.57479695
7,Lincoln Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.76098234,-87.55967884
7,Lincoln Park,THEFT,f,2015,APARTMENT,41.75006615,-87.55489562
7,Lincoln Park,DECEPTIVE PRACTICE,f,2015,APARTMENT,41.75420991,-87.55043302
7,Lincoln Park,OTHER OFFENSE,f,2015,RESIDENCE,41.75125724,-87.55531
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.74722517,-87.56130983
7,Lincoln Park,ASSAULT,f,2015,STREET,41.75137515,-87.55895132
7,Lincoln Park,NARCOTICS,t,2015,SIDEWALK,41.75678197,-87.56148117
7,Lincoln Park,CRIM SEXUAL ASSAULT,f,2015,RESIDENCE,41.72916179,-87.5682303
7,Lincoln Park,BATTERY,t,2015,RESIDENCE,41.74921795,-87.55648531
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.7493629,-87.56498182
7,Lincoln Park,THEFT,f,2015,STREET,41.72197556,-87.57170389
7,Lincoln Park,BATTERY,t,2015,APARTMENT,41.75375771,-87.55213534
7,Lincoln Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.75263144,-87.56746056
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,APARTMENT,41.75815683,-87.56393133
7,Lincoln Park,NARCOTICS,t,2015,SIDEWALK,41.76008039,-87.55818693
7,Lincoln Park,ASSAULT,f,2015,STREET,41.75503374,-87.55414658
7,Lincoln Park,BATTERY,f,2015,SIDEWALK,41.75183264,-87.55883221
7,Lincoln Park,ASSAULT,f,2015,RESIDENCE PORCH/HALLWAY,41.76139623,-87.55797683
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,APARTMENT,41.75368178,-87.55591108
7,Lincoln Park,DECEPTIVE PRACTICE,f,2015,STREET,41.73868142,-87.55631553
7,Lincoln Park,ASSAULT,f,2015,APARTMENT,41.75093051,-87.55894201
7,Lincoln Park,OTHER OFFENSE,f,2015,OTHER,41.74951668,-87.56376699
7,Lincoln Park,OTHER OFFENSE,f,2015,OTHER,41.76346204,-87.56646673
7,Lincoln Park,BURGLARY,f,2015,RESIDENCE,41.74576797,-87.55521138
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.75628772,-87.56389501
7,Lincoln Park,BATTERY,t,2015,OTHER,41.75417238,-87.5525811
7,Lincoln Park,DECEPTIVE PRACTICE,f,2015,APARTMENT,,
7,Lincoln Park,THEFT,f,2015,COMMERCIAL / BUSINESS OFFICE,41.72247628,-87.57479695
7,Lincoln Park,BATTERY,f,2015,SIDEWALK,41.75189038,-87.5543825
7,Lincoln Park,THEFT,t,2015,GROCERY FOOD STORE,41.75901281,-87.56021562
7,Lincoln Park,ASSAULT,f,2015,APARTMENT,41.74906974,-87.55648343
7,Lincoln Park,DECEPTIVE PRACTICE,f,2015,STREET,41.75402331,-87.55366405
7,Lincoln Park,NARCOTICS,t,2015,RESIDENCE PORCH/HALLWAY,41.76139623,-87.55797683
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.73829443,-87.5563092
7,Lincoln Park,OTHER OFFENSE,f,2015,OTHER,41.76127191,-87.5578537
7,Lincoln Park,DECEPTIVE PRACTICE,f,2015,RESIDENCE,41.76084755,-87.56289856
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,RESIDENCE-GARAGE,41.74723901,-87.5588801
7,Lincoln Park,BURGLARY,t,2015,RESIDENCE,41.75469054,-87.56144027
7,Lincoln Park,THEFT,f,2015,APARTMENT,41.75774299,-87.55423842
7,Lincoln Park,BURGLARY,t,2015,RESIDENCE,41.7476206,-87.55524397
7,Lincoln Park,ASSAULT,f,2015,RESIDENCE,41.72016474,-87.56887549
7,Lincoln Park,BURGLARY,f,2015,RESIDENCE,41.73676085,-87.55556926
7,Lincoln Park,ROBBERY,f,2015,DRUG STORE,41.72810764,-87.55307995
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.75449273,-87.56386148
7,Lincoln Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.75628454,-87.56876219
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.75453378,-87.56507407
7,Lincoln Park,ASSAULT,f,2015,RESIDENCE,41.74551799,-87.56127532
7,Lincoln Park,BURGLARY,f,2015,RESIDENCE,41.72564399,-87.55805517
7,Lincoln Park,BATTERY,f,2015,RESIDENCE,41.72133412,-87.56727187
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,RESIDENCE-GARAGE,41.72155417,-87.57313379
7,Lincoln Park,PROSTITUTION,t,2015,STREET,41.75360285,-87.55438745
7,Lincoln Park,MOTOR VEHICLE THEFT,f,2015,STREET,41.75628355,-87.56000282
7,Lincoln Park,BURGLARY,f,2015,RESIDENCE,41.74593539,-87.55521302
7,Lincoln Park,CRIMINAL TRESPASS,t,2015,CHA HALLWAY/STAIRWELL/ELEVATOR,41.73652703,-87.54581881
7,Lincoln Park,BATTERY,t,2015,RESIDENCE,41.76083326,-87.5640423
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,41.74456311,-87.55844322
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,VACANT LOT/LAND,41.74777697,-87.54918096
7,Lincoln Park,ASSAULT,f,2015,STREET,41.71477888,-87.57361286
7,Lincoln Park,ASSAULT,f,2015,RESIDENCE,41.74948142,-87.55770612
7,Lincoln Park,THEFT,f,2015,RESIDENCE,,
7,Lincoln Park,MOTOR VEHICLE THEFT,t,2015,STREET,41.76616187,-87.56269203
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.75450667,-87.5614388
7,Lincoln Park,THEFT,f,2015,RESIDENCE,,
7,Lincoln Park,OTHER OFFENSE,f,2015,APARTMENT,41.7557813,-87.5543098
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.75369346,-87.55520362
7,Lincoln Park,ASSAULT,f,2015,RESIDENCE,41.76616187,-87.56269203
7,Lincoln Park,ASSAULT,f,2015,APARTMENT,41.76343502,-87.56529778
7,Lincoln Park,BATTERY,f,2015,STREET,41.75623303,-87.55820757
7,Lincoln Park,BURGLARY,t,2015,RESIDENCE,41.75476239,-87.55460065
7,Lincoln Park,BATTERY,f,2015,APARTMENT,41.75626431,-87.55999938
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,APARTMENT,41.75087291,-87.55772602
7,Lincoln Park,OTHER OFFENSE,f,2015,RESIDENCE,41.72636058,-87.55607203
7,Lincoln Park,ROBBERY,f,2015,SIDEWALK,41.74970645,-87.54801044
7,Lincoln Park,ASSAULT,f,2015,RESIDENCE,41.74012783,-87.55512192
7,Lincoln Park,CRIMINAL TRESPASS,t,2015,RESTAURANT,41.75143841,-87.55288908
7,Lincoln Park,ASSAULT,t,2015,APARTMENT,41.75190457,-87.55323892
7,Lincoln Park,BATTERY,t,2015,APARTMENT,41.74830225,-87.55095554
7,Lincoln Park,THEFT,f,2015,SMALL RETAIL STORE,41.7517514,-87.56471512
7,Lincoln Park,OFFENSE INVOLVING CHILDREN,f,2015,RESIDENCE,41.75289103,-87.55221182
7,Lincoln Park,BATTERY,f,2015,SIDEWALK,41.75905551,-87.56125968
7,Lincoln Park,THEFT,f,2015,APARTMENT,41.76433238,-87.56283488
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,STREET,41.75084509,-87.56379144
7,Lincoln Park,ASSAULT,f,2015,STREET,41.75127576,-87.566227
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,APARTMENT,41.75940797,-87.55817669
7,Lincoln Park,OTHER OFFENSE,t,2015,APARTMENT,41.7526428,-87.56382127
7,Lincoln Park,BATTERY,f,2015,APARTMENT,41.75670465,-87.55530651
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,STREET,41.75118509,-87.56744477
7,Lincoln Park,THEFT,f,2015,STREET,41.75685946,-87.55547324
7,Lincoln Park,ROBBERY,f,2015,STREET,41.75084509,-87.56379144
7,Lincoln Park,ROBBERY,f,2015,SIDEWALK,41.7439015,-87.56003782
7,Lincoln Park,ROBBERY,f,2015,STREET,41.75145765,-87.55289252
7,Lincoln Park,ROBBERY,f,2015,STREET,41.7528922,-87.56746845
7,Lincoln Park,THEFT,f,2015,RESIDENCE,41.74876753,-87.56254464
7,Lincoln Park,BURGLARY,f,2015,APARTMENT,41.74950341,-87.54922224
7,Lincoln Park,CRIMINAL DAMAGE,f,2015,RESIDENCE,41.74450103,-87.56308669
7,Lincoln Park,BURGLARY,f,2015,COMMERCIAL / BUSINESS OFFICE,41.76518652,-87.56580473
7,Lincoln Park,INTERFERENCE WITH PUBLIC OFFICER,t,2015,STREET,41.7458201,-87.55399416
8,Near North Side,BATTERY,f,2015,STREET,41.75127045,-87.58582237
8,Near North Side,CRIMINAL DAMAGE,f,2015,STREET,41.73027464,-87.60389261
8,Near North Side,BATTERY,t,2015,RESIDENCE,41.72876706,-87.58160291
8,Near North Side,BATTERY,f,2015,SIDEWALK,41.75586429,-87.60286992
8,Near North Side,NARCOTICS,t,2015,STREET,41.74528523,-87.60506756
8,Near North Side,THEFT,f,2015,STREET,41.75286413,-87.58444057
8,Near North Side,BATTERY,f,2015,APARTMENT,41.74527002,-87.60137769
8,Near North Side,CRIMINAL DAMAGE,f,2015,APARTMENT,41.75256326,-87.58333363
8,Near North Side,ROBBERY,f,2015,SIDEWALK,41.74397753,-87.60441177
8,Near North Side,BURGLARY,f,2015,RESIDENCE,,
8,Near North Side,DECEPTIVE PRACTICE,f,2015,RESIDENCE,41.74899766,-87.58827837
8,Near North Side,CRIMINAL DAMAGE,f,2015,STREET,41.74773208,-87.59629267
8,Near North Side,CRIMINAL DAMAGE,f,2015,DAY CARE CENTER,41.73702749,-87.57784633
8,Near North Side,PUBLIC PEACE VIOLATION,f,2015,ALLEY,41.7379741,-87.57573578
8,Near North Side,DECEPTIVE PRACTICE,f,2015,RESIDENCE,41.72873751,-87.58380133
8,Near North Side,THEFT,f,2015,STREET,41.74352871,-87.57825748
8,Near North Side,OTHER OFFENSE,f,2015,RESIDENCE,41.75057021,-87.60152637
8,Near North Side,THEFT,f,2015,RESIDENCE,41.73252345,-87.58277545
8,Near North Side,BATTERY,f,2015,APARTMENT,41.74330654,-87.5845663
8,Near North Side,BURGLARY,f,2015,RESIDENCE,41.74559394,-87.57100707
8,Near North Side,DECEPTIVE PRACTICE,f,2015,RESIDENCE,,
8,Near North Side,BATTERY,f,2015,APARTMENT,41.75083867,-87.60274367
8,Near North Side,THEFT,f,2015,CONVENIENCE STORE,41.73627709,-87.58521219
8,Near North Side,BATTERY,f,2015,APARTMENT,41.75048339,-87.59910133
8,Near North Side,HOMICIDE,f,2015,STREET,41.73060378,-87.59740806
8,Near North Side,DECEPTIVE PRACTICE,f,2015,RESIDENCE,41.75287642,-87.58212059
8,Near North Side,WEAPONS VIOLATION,t,2015,SIDEWALK,41.75784986,-87.58223852
8,Near North Side,OTHER OFFENSE,t,2015,SIDEWALK,41.74893876,-87.6039049
8,Near North Side,OTHER OFFENSE,f,2015,APARTMENT,41.73179465,-87.6047034
8,Near North Side,DECEPTIVE PRACTICE,f,2015,RESIDENCE,41.76297704,-87.58236566
8,Near North Side,THEFT,f,2015,POOL ROOM,41.76297704,-87.58236566
8,Near North Side,CRIMINAL DAMAGE,f,2015,RESIDENCE-GARAGE,41.71567994,-87.60382325
8,Near North Side,BURGLARY,f,2015,APARTMENT,41.74867956,-87.60026157
8,Near North Side,ROBBERY,f,2015,STREET,41.74701463,-87.60384606
8,Near North Side,THEFT,t,2015,DEPARTMENT STORE,41.73696694,-87.58200559
8,Near North Side,BATTERY,f,2015,RESIDENCE,41.73415751,-87.58928891
8,Near North Side,NARCOTICS,t,2015,STREET,41.71810356,-87.59828692
8,Near North Side,OTHER OFFENSE,f,2015,APARTMENT,41.75139406,-87.59475191
8,Near North Side,OTHER OFFENSE,t,2015,RESIDENCE,41.75270098,-87.59186737
8,Near North Side,OTHER OFFENSE,f,2015,STREET,41.74719631,-87.60263839
8,Near North Side,OTHER OFFENSE,f,2015,GOVERNMENT BUILDING/PROPERTY,41.74182579,-87.56973253
8,Near North Side,MOTOR VEHICLE THEFT,f,2015,HOTEL/MOTEL,41.747393,-87.58543861
8,Near North Side,THEFT,f,2015,STREET,41.74707705,-87.59173421
8,Near North Side,DECEPTIVE PRACTICE,f,2015,RESIDENCE,41.73624973,-87.57934664
8,Near North Side,OTHER OFFENSE,f,2015,RESIDENCE,41.72693731,-87.59611278
8,Near North Side,ROBBERY,f,2015,RESTAURANT,41.72245828,-87.57622943
8,Near North Side,BATTERY,f,2015,APARTMENT,41.75047193,-87.60031448
8,Near North Side,THEFT,f,2015,SMALL RETAIL STORE,41.73966937,-87.60490751
8,Near North Side,BURGLARY,f,2015,APARTMENT,41.74667975,-87.6038352
8,Near North Side,THEFT,f,2015,ALLEY,41.74536334,-87.6013803
8,Near North Side,MOTOR VEHICLE THEFT,f,2015,STREET,41.74317925,-87.60014826
8,Near North Side,ASSAULT,f,2015,RESIDENCE PORCH/HALLWAY,41.72709677,-87.6030347
8,Near North Side,CRIMINAL DAMAGE,f,2015,STREET,41.750768,-87.5883202
8,Near North Side,BURGLARY,f,2015,APARTMENT,41.75048339,-87.59910133
8,Near North Side,BURGLARY,f,2015,APARTMENT,41.75044617,-87.60273346
8,Near North Side,ROBBERY,f,2015,CTA BUS STOP,41.75161016,-87.57567807
8,Near North Side,CRIMINAL TRESPASS,t,2015,RESIDENCE PORCH/HALLWAY,41.75051533,-87.60152699
8,Near North Side,THEFT,f,2015,RESTAURANT,,
8,Near North Side,CRIM SEXUAL ASSAULT,f,2015,VACANT LOT/LAND,41.75240316,-87.6027809
8,Near North Side,BURGLARY,f,2015,APARTMENT,41.75140719,-87.59380625
8,Near North Side,BATTERY,f,2015,SIDEWALK,41.75269086,-87.57600985
8,Near North Side,BATTERY,f,2015,RESIDENCE,41.7285489,-87.59493671
8,Near North Side,ROBBERY,f,2015,OTHER,41.74893876,-87.6039049
8,Near North Side,CRIMINAL DAMAGE,f,2015,SMALL RETAIL STORE,41.75150553,-87.5839946
8,Near North Side,BATTERY,f,2015,RESIDENCE,41.73581027,-87.5805462
8,Near North Side,CRIMINAL TRESPASS,t,2015,PARKING LOT/GARAGE(NON.RESID.),41.73850303,-87.585681
8,Near North Side,THEFT,f,2015,SMALL RETAIL STORE,41.73634572,-87.58563641
8,Near North Side,CRIMINAL DAMAGE,f,2015,RESIDENCE,41.75604681,-87.58097313
8,Near North Side,BURGLARY,f,2015,RESIDENCE-GARAGE,41.74539951,-87.56735597
8,Near North Side,ASSAULT,f,2015,RESTAURANT,41.73598054,-87.58518632
8,Near North Side,BATTERY,t,2015,APARTMENT,41.74768592,-87.59980015
8,Near North Side,CRIMINAL DAMAGE,f,2015,RESIDENCE,41.71761122,-87.60069168
8,Near North Side,CRIMINAL DAMAGE,f,2015,RESIDENCE,41.71756455,-87.60068855
8,Near North Side,OTHER OFFENSE,f,2015,APARTMENT,41.75253083,-87.59186567
8,Near North Side,CRIMINAL DAMAGE,f,2015,POOL ROOM,41.71585996,-87.60063099
8,Near North Side,ASSAULT,f,2015,APARTMENT,41.72701547,-87.5997496
8,Near North Side,BATTERY,f,2015,RESIDENCE,41.72525479,-87.5960734
8,Near North Side,CRIMINAL DAMAGE,f,2015,STREET,41.71582154,-87.60063142
8,Near North Side,BATTERY,t,2015,RESIDENCE,41.7163118,-87.60306524
8,Near North Side,CRIMINAL DAMAGE,f,2015,RESIDENCE,41.74332701,-87.57721552
8,Near North Side,OTHER OFFENSE,f,2015,RESIDENCE,41.75266099,-87.58443194
8,Near North Side,OTHER OFFENSE,f,2015,RESIDENCE,41.74726573,-87.5882361
8,Near North Side,MOTOR VEHICLE THEFT,f,2015,ALLEY,41.75400217,-87.59919317
8,Near North Side,DECEPTIVE PRACTICE,f,2015,BANK,41.72244599,-87.57728088
8,Near North Side,CRIMINAL DAMAGE,f,2015,STREET,41.75660479,-87.57609578
8,Near North Side,OTHER OFFENSE,f,2015,RESIDENCE,41.74588055,-87.59728492
8,Near North Side,THEFT,f,2015,SIDEWALK,41.74771987,-87.59695609
8,Near North Side,THEFT,f,2015,DRUG STORE,41.73634572,-87.58563641
8,Near North Side,BATTERY,f,2015,APARTMENT,41.749273,-87.58000048
8,Near North Side,THEFT,f,2015,SIDEWALK,41.74762644,-87.58420095
8,Near North Side,BURGLARY,f,2015,RESIDENCE,41.75071345,-87.60031906
8,Near North Side,CRIMINAL DAMAGE,f,2015,STREET,41.72861157,-87.59614859
8,Near North Side,THEFT,f,2015,STREET,41.75256326,-87.58333363
8,Near North Side,BATTERY,t,2015,APARTMENT,41.7503594,-87.60031209
8,Near North Side,THEFT,f,2015,RESIDENCE,41.7159251,-87.59579912
8,Near North Side,CRIMINAL DAMAGE,t,2015,STREET,41.74353835,-87.60137537
8,Near North Side,BATTERY,t,2015,GROCERY FOOD STORE,41.75083246,-87.60522475
8,Near North Side,BATTERY,f,2015,STREET,41.74355755,-87.60137516
8,Near North Side,ASSAULT,f,2015,SIDEWALK,41.75040569,-87.58830973
8,Near North Side,BURGLARY,f,2015,OTHER,41.73932077,-87.60489679
8,Near North Side,CRIMINAL DAMAGE,f,2015,RESIDENCE-GARAGE,41.72576636,-87.60054042
8,Near North Side,CRIMINAL DAMAGE,f,2015,STREET,41.73061225,-87.57799111
8,Near North Side,CRIMINAL DAMAGE,f,2015,STREET,41.73260466,-87.59745116
8,Near North Side,BATTERY,t,2015,RESIDENCE,41.73056712,-87.59983009
8,Near North Side,OTHER OFFENSE,t,2015,APARTMENT,41.74247173,-87.57902835
8,Near North Side,CRIMINAL TRESPASS,t,2015,PARKING LOT/GARAGE(NON.RESID.),41.72245828,-87.57622943
8,Near North Side,CRIMINAL DAMAGE,f,2015,ALLEY,41.75664923,-87.57243755
8,Near North Side,ROBBERY,f,2015,STREET,41.74853632,-87.60146885
8,Near North Side,OTHER OFFENSE,f,2015,APARTMENT,41.74678458,-87.60262473
8,Near North Side,ROBBERY,f,2015,CONVENIENCE STORE,41.73634572,-87.58563641
8,Near North Side,OTHER OFFENSE,f,2015,RESIDENCE,,
8,Near North Side,BATTERY,f,2015,RESIDENCE,41.73620205,-87.56963428
8,Near North Side,BATTERY,f,2015,RESIDENCE,41.73620205,-87.56963428
8,Near North Side,THEFT,f,2015,RESIDENCE,41.75227304,-87.5991579
8,Near North Side,CRIMINAL DAMAGE,f,2015,APARTMENT,41.75615233,-87.58452329
8,Near North Side,BURGLARY,f,2015,OTHER,41.73585994,-87.59753491
8,Near North Side,BATTERY,f,2015,APARTMENT,41.74700966,-87.60263317
8,Near North Side,BURGLARY,f,2015,OTHER,41.75159745,-87.57666404
8,Near North Side,DECEPTIVE PRACTICE,f,2015,GAS STATION,41.74696131,-87.6002115
8,Near North Side,NARCOTICS,t,2015,SIDEWALK,41.75149929,-87.5847203
8,Near North Side,CRIMINAL DAMAGE,f,2015,APARTMENT,41.76154447,-87.58193886
8,Near North Side,CRIMINAL DAMAGE,f,2015,APARTMENT,41.74669896,-87.60383498
8,Near North Side,THEFT,f,2015,RESIDENCE,41.74758253,-87.58420146
8,Near North Side,THEFT,f,2015,STREET,41.74368113,-87.56976185
8,Near North Side,BATTERY,f,2015,RESIDENTIAL YARD (FRONT/BACK),41.74364271,-87.5697623
8,Near North Side,THEFT,f,2015,BAR OR TAVERN,41.74434449,-87.57503429
8,Near North Side,THEFT,f,2015,GAS STATION,41.75084361,-87.60395297
8,Near North Side,BURGLARY,f,2015,RESIDENCE,41.75269226,-87.58333579
8,Near North Side,ROBBERY,f,2015,SIDEWALK,41.76036189,-87.58617869
8,Near North Side,BURGLARY,f,2015,APARTMENT,41.75960039,-87.60174999
8,Near North Side,ASSAULT,f,2015,RESIDENCE,41.72695188,-87.58184021
8,Near North Side,CRIMINAL DAMAGE,f,2015,STREET,41.72691043,-87.60307711
8,Near North Side,MOTOR VEHICLE THEFT,f,2015,RESIDENTIAL YARD (FRONT/BACK),41.74172405,-87.60132636
8,Near North Side,MOTOR VEHICLE THEFT,f,2015,STREET,41.73629775,-87.57206229
8,Near North Side,OTHER OFFENSE,f,2015,RESIDENCE,41.73301373,-87.60350258
8,Near North Side,CRIMINAL DAMAGE,f,2015,STREET,41.74553411,-87.59889755
8,Near North Side,THEFT,f,2015,STREET,41.7508951,-87.5991113
8,Near North Side,OTHER OFFENSE,f,2015,RESIDENCE,41.73624973,-87.57934664
8,Near North Side,ASSAULT,f,2015,RESTAURANT,41.73250314,-87.58555274
8,Near North Side,CRIM SEXUAL ASSAULT,t,2015,APARTMENT,41.75243265,-87.59793937
8,Near North Side,CRIMINAL DAMAGE,f,2015,APPLIANCE STORE,41.74534014,-87.60507061
8,Near North Side,THEFT,f,2015,STREET,41.74355755,-87.60137516
8,Near North Side,THEFT,f,2015,"SCHOOL, PUBLIC, GROUNDS",41.73938111,-87.58062175
8,Near North Side,BATTERY,f,2015,APARTMENT,41.76330789,-87.584704
8,Near North Side,BURGLARY,f,2015,RESIDENCE,41.74334639,-87.57724094
8,Near North Side,BATTERY,f,2015,HOSPITAL BUILDING/GROUNDS,41.74931588,-87.56862867
8,Near North Side,ASSAULT,f,2015,SIDEWALK,41.72697769,-87.58791008
8,Near North Side,OTHER OFFENSE,f,2015,RESIDENCE,41.74709832,-87.58823437
